<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
SANDP-FUT,1,20140303,063600,1842.8700000,1843.4000000,1842.8700000,1843.4000000
SANDP-FUT,1,20140303,064200,1843.2800000,1843.2800000,1842.9900000,1842.9900000
SANDP-FUT,1,20140303,064300,1842.9800000,1842.9800000,1842.9000000,1842.9000000
SANDP-FUT,1,20140303,065200,1842.9300000,1843.2300000,1842.9300000,1843.2300000
SANDP-FUT,1,20140303,065300,1843.2500000,1843.6000000,1843.2500000,1843.6000000
SANDP-FUT,1,20140303,065700,1843.6400000,1844.3300000,1843.6400000,1844.3300000
SANDP-FUT,1,20140303,065800,1844.3600000,1844.5600000,1844.3600000,1844.5600000
SANDP-FUT,1,20140303,065900,1844.5700000,1844.6000000,1844.4300000,1844.4300000
SANDP-FUT,1,20140303,070000,1844.4000000,1844.4000000,1844.4000000,1844.4000000
SANDP-FUT,1,20140303,070300,1844.1300000,1844.1300000,1843.5300000,1843.5400000
SANDP-FUT,1,20140303,070400,1843.5600000,1843.6000000,1843.5600000,1843.6000000
SANDP-FUT,1,20140303,070600,1843.6000000,1843.6000000,1843.6000000,1843.6000000
SANDP-FUT,1,20140303,071100,1843.5400000,1843.5400000,1843.0500000,1843.0500000
SANDP-FUT,1,20140303,071200,1843.0100000,1843.0100000,1842.9000000,1842.9000000
SANDP-FUT,1,20140303,072400,1842.3700000,1842.3700000,1841.8200000,1841.8200000
SANDP-FUT,1,20140303,072500,1841.7600000,1841.7600000,1841.6000000,1841.6000000
SANDP-FUT,1,20140303,074400,1841.1000000,1841.1000000,1841.1000000,1841.1000000
SANDP-FUT,1,20140303,075000,1841.6000000,1841.6000000,1841.6000000,1841.6000000
SANDP-FUT,1,20140303,075100,1841.6000000,1841.6000000,1841.6000000,1841.6000000
SANDP-FUT,1,20140303,081300,1841.6500000,1841.8000000,1841.6500000,1841.8000000
SANDP-FUT,1,20140303,081400,1841.9000000,1841.9000000,1841.9000000,1841.9000000
SANDP-FUT,1,20140303,083100,1841.8300000,1841.8300000,1841.3400000,1841.3400000
SANDP-FUT,1,20140303,083200,1841.2500000,1841.2500000,1840.6000000,1840.6000000
SANDP-FUT,1,20140303,085700,1840.8400000,1841.2300000,1840.8400000,1841.2300000
SANDP-FUT,1,20140303,085800,1841.3300000,1842.8000000,1841.3300000,1842.8000000
SANDP-FUT,1,20140303,090000,1842.8000000,1842.8000000,1842.8000000,1842.8000000
SANDP-FUT,1,20140303,091200,1843.0100000,1843.5500000,1843.0100000,1843.5500000
SANDP-FUT,1,20140303,091300,1843.6600000,1844.3000000,1843.6600000,1844.3000000
SANDP-FUT,1,20140303,091700,1844.3500000,1844.4700000,1844.3500000,1844.4700000
SANDP-FUT,1,20140303,091800,1844.5000000,1844.8000000,1844.5000000,1844.8000000
SANDP-FUT,1,20140303,092200,1844.9700000,1845.2400000,1844.9700000,1845.2400000
SANDP-FUT,1,20140303,092300,1845.2700000,1845.4100000,1845.2700000,1845.4000000
SANDP-FUT,1,20140303,093000,1845.4000000,1845.4000000,1845.4000000,1845.4000000
SANDP-FUT,1,20140303,094100,1845.1800000,1845.1800000,1844.6200000,1844.6200000
SANDP-FUT,1,20140303,094200,1844.5300000,1844.5300000,1844.1000000,1844.1000000
SANDP-FUT,1,20140303,095300,1844.1400000,1844.3100000,1844.1400000,1844.3100000
SANDP-FUT,1,20140303,095400,1844.3300000,1844.4000000,1844.3300000,1844.4000000
SANDP-FUT,1,20140303,095900,1844.3100000,1844.3100000,1844.0800000,1844.0800000
SANDP-FUT,1,20140303,100000,1844.0700000,1844.0700000,1844.0000000,1844.0000000
SANDP-FUT,1,20140303,100400,1843.9300000,1843.9300000,1843.3000000,1843.3000000
SANDP-FUT,1,20140303,103000,1843.2800000,1843.2800000,1843.1000000,1843.1000000
SANDP-FUT,1,20140303,103100,1843.1000000,1843.1000000,1843.1000000,1843.1000000
SANDP-FUT,1,20140303,103200,1842.8500000,1842.8500000,1842.6000000,1842.6000000
SANDP-FUT,1,20140303,103400,1842.6900000,1843.0800000,1842.6900000,1843.0800000
SANDP-FUT,1,20140303,103500,1843.1300000,1843.2000000,1843.1300000,1843.2000000
SANDP-FUT,1,20140303,103800,1843.2800000,1843.4500000,1843.2800000,1843.4500000
SANDP-FUT,1,20140303,103900,1843.5000000,1843.5000000,1843.5000000,1843.5000000
SANDP-FUT,1,20140303,105200,1843.3500000,1843.3500000,1842.6000000,1842.6000000
SANDP-FUT,1,20140303,105300,1842.5500000,1842.5500000,1842.4900000,1842.4900000
SANDP-FUT,1,20140303,105400,1842.5000000,1842.6000000,1842.5000000,1842.6000000
SANDP-FUT,1,20140303,105600,1842.6000000,1842.6000000,1842.6000000,1842.6000000
SANDP-FUT,1,20140303,105800,1842.5900000,1842.5900000,1842.5200000,1842.5200000
SANDP-FUT,1,20140303,105900,1842.5100000,1842.5100000,1842.4000000,1842.4000000
SANDP-FUT,1,20140303,110100,1842.2600000,1842.2600000,1841.5000000,1841.5000000
SANDP-FUT,1,20140303,110200,1841.4700000,1841.6100000,1841.4000000,1841.6100000
SANDP-FUT,1,20140303,110300,1841.6300000,1842.1300000,1841.6300000,1842.1300000
SANDP-FUT,1,20140303,110400,1842.1400000,1842.1600000,1841.2700000,1841.2700000
SANDP-FUT,1,20140303,110500,1841.2500000,1841.3000000,1841.1300000,1841.3000000
SANDP-FUT,1,20140303,110600,1841.1800000,1841.1800000,1840.8200000,1840.8200000
SANDP-FUT,1,20140303,110700,1840.8100000,1840.8100000,1840.5900000,1840.5900000
SANDP-FUT,1,20140303,110800,1840.5800000,1840.5800000,1840.3800000,1840.3800000
SANDP-FUT,1,20140303,110900,1840.3700000,1840.3700000,1840.1700000,1840.1700000
SANDP-FUT,1,20140303,111000,1840.1600000,1840.1600000,1839.7500000,1839.7500000
SANDP-FUT,1,20140303,111100,1839.7300000,1839.7300000,1839.7000000,1839.7000000
SANDP-FUT,1,20140303,111300,1839.6400000,1839.6400000,1839.1400000,1839.1400000
SANDP-FUT,1,20140303,111400,1839.1300000,1839.3100000,1839.1000000,1839.3100000
SANDP-FUT,1,20140303,111500,1839.3500000,1840.0000000,1839.3500000,1840.0000000
SANDP-FUT,1,20140303,112100,1840.1500000,1841.0600000,1840.1500000,1841.0600000
SANDP-FUT,1,20140303,112200,1841.0700000,1841.2000000,1841.0700000,1841.2000000
SANDP-FUT,1,20140303,112400,1841.2300000,1841.3200000,1841.2300000,1841.3200000
SANDP-FUT,1,20140303,112500,1841.3300000,1841.4000000,1841.3300000,1841.4000000
SANDP-FUT,1,20140303,112800,1841.8000000,1842.2300000,1841.8000000,1842.2300000
SANDP-FUT,1,20140303,112900,1842.2400000,1842.4600000,1842.2400000,1842.4000000
SANDP-FUT,1,20140303,113200,1842.0100000,1842.0100000,1841.7800000,1841.7800000
SANDP-FUT,1,20140303,113300,1841.7400000,1841.7400000,1841.0000000,1841.0000000
SANDP-FUT,1,20140303,114300,1841.0500000,1841.0800000,1841.0500000,1841.0800000
SANDP-FUT,1,20140303,114400,1841.1200000,1841.6600000,1841.1200000,1841.6600000
SANDP-FUT,1,20140303,114500,1841.6700000,1841.8000000,1841.6700000,1841.8000000
SANDP-FUT,1,20140303,114800,1841.8200000,1841.9500000,1841.8200000,1841.9000000
SANDP-FUT,1,20140303,114900,1841.9000000,1841.9000000,1841.7900000,1841.7900000
SANDP-FUT,1,20140303,115000,1841.7800000,1841.7800000,1841.2100000,1841.2100000
SANDP-FUT,1,20140303,115100,1841.2000000,1841.2000000,1841.0000000,1841.0000000
SANDP-FUT,1,20140303,115200,1840.9200000,1840.9200000,1840.1000000,1840.1000000
SANDP-FUT,1,20140303,115300,1840.0700000,1840.0700000,1839.8600000,1839.8600000
SANDP-FUT,1,20140303,115400,1839.8500000,1839.8500000,1839.5000000,1839.5000000
SANDP-FUT,1,20140303,115600,1839.5900000,1840.1600000,1839.5900000,1840.1600000
SANDP-FUT,1,20140303,115700,1840.1900000,1840.5000000,1840.1900000,1840.4600000
SANDP-FUT,1,20140303,115800,1840.4500000,1840.4600000,1840.4300000,1840.4600000
SANDP-FUT,1,20140303,115900,1840.4700000,1840.5000000,1840.4700000,1840.5000000
SANDP-FUT,1,20140303,120000,1840.5800000,1841.4300000,1840.5800000,1841.4300000
SANDP-FUT,1,20140303,120100,1841.4800000,1841.5700000,1841.0300000,1841.0300000
SANDP-FUT,1,20140303,120200,1841.0100000,1841.0100000,1840.0000000,1840.0000000
SANDP-FUT,1,20140303,120300,1839.9900000,1840.0500000,1839.7300000,1840.0500000
SANDP-FUT,1,20140303,120400,1840.0600000,1840.5100000,1840.0600000,1840.4400000
SANDP-FUT,1,20140303,120500,1840.4300000,1840.5000000,1840.3100000,1840.5000000
SANDP-FUT,1,20140303,120600,1840.5100000,1840.6000000,1840.5100000,1840.6000000
SANDP-FUT,1,20140303,120800,1840.6400000,1841.6200000,1840.6400000,1841.6200000
SANDP-FUT,1,20140303,120900,1841.6600000,1841.9000000,1841.6600000,1841.9000000
SANDP-FUT,1,20140303,121000,1841.9100000,1841.9700000,1841.6300000,1841.6300000
SANDP-FUT,1,20140303,121100,1841.6100000,1841.6100000,1841.0000000,1841.0000000
SANDP-FUT,1,20140303,121300,1841.0400000,1841.0900000,1841.0400000,1841.0900000
SANDP-FUT,1,20140303,121400,1841.1000000,1841.4000000,1841.1000000,1841.4000000
SANDP-FUT,1,20140303,121500,1841.3500000,1841.3500000,1840.8500000,1840.8500000
SANDP-FUT,1,20140303,121600,1840.8200000,1840.8200000,1840.4000000,1840.4000000
SANDP-FUT,1,20140303,121700,1840.4100000,1840.5600000,1840.4100000,1840.5600000
SANDP-FUT,1,20140303,121800,1840.5700000,1840.6000000,1840.5700000,1840.6000000
SANDP-FUT,1,20140303,122300,1840.6500000,1841.0600000,1840.6500000,1841.0600000
SANDP-FUT,1,20140303,122400,1841.0800000,1841.2000000,1841.0800000,1841.2000000
SANDP-FUT,1,20140303,122800,1841.1500000,1841.1500000,1840.2600000,1840.2600000
SANDP-FUT,1,20140303,122900,1840.2500000,1840.2500000,1840.0000000,1840.0000000
SANDP-FUT,1,20140303,123000,1840.1000000,1840.2000000,1840.1000000,1840.2000000
SANDP-FUT,1,20140303,123100,1840.2400000,1841.5000000,1840.2400000,1841.5000000
SANDP-FUT,1,20140303,123300,1841.4400000,1841.4400000,1841.4400000,1841.4400000
SANDP-FUT,1,20140303,123400,1841.3900000,1841.3900000,1840.8000000,1840.8000000
SANDP-FUT,1,20140303,123600,1841.0400000,1841.3100000,1841.0400000,1841.3100000
SANDP-FUT,1,20140303,123700,1841.3300000,1841.4000000,1841.3300000,1841.4000000
SANDP-FUT,1,20140303,124900,1841.6100000,1842.8500000,1841.6100000,1842.8500000
SANDP-FUT,1,20140303,125000,1842.8900000,1843.4000000,1842.8900000,1843.3700000
SANDP-FUT,1,20140303,125100,1843.3600000,1843.3600000,1843.2000000,1843.2000000
SANDP-FUT,1,20140303,125300,1843.3000000,1843.6000000,1843.3000000,1843.6000000
SANDP-FUT,1,20140303,125400,1843.6200000,1844.8300000,1843.6200000,1844.8300000
SANDP-FUT,1,20140303,125500,1844.8400000,1844.9000000,1844.6300000,1844.6300000
SANDP-FUT,1,20140303,125600,1844.6200000,1844.6200000,1844.5000000,1844.5000000
SANDP-FUT,1,20140303,125700,1844.5000000,1844.5700000,1844.5000000,1844.5700000
SANDP-FUT,1,20140303,125800,1844.5700000,1844.7300000,1844.5700000,1844.7100000
SANDP-FUT,1,20140303,125900,1844.7000000,1844.7000000,1844.7000000,1844.7000000
SANDP-FUT,1,20140303,130400,1844.4900000,1844.4900000,1844.4900000,1844.4900000
SANDP-FUT,1,20140303,130500,1844.4600000,1844.4600000,1843.8000000,1843.8000000
SANDP-FUT,1,20140303,131200,1843.7600000,1843.7600000,1843.0400000,1843.0400000
SANDP-FUT,1,20140303,131300,1843.0100000,1843.0100000,1842.9000000,1842.9000000
SANDP-FUT,1,20140303,131900,1843.0600000,1843.3300000,1843.0600000,1843.3300000
SANDP-FUT,1,20140303,132000,1843.3600000,1843.7000000,1843.3600000,1843.7000000
SANDP-FUT,1,20140303,132200,1843.6900000,1843.6900000,1843.6100000,1843.6100000
SANDP-FUT,1,20140303,132300,1843.6000000,1843.6000000,1843.6000000,1843.6000000
SANDP-FUT,1,20140303,133900,1843.4000000,1843.4000000,1842.9000000,1842.9000000
SANDP-FUT,1,20140303,134000,1842.8700000,1842.8700000,1842.2000000,1842.2000000
SANDP-FUT,1,20140303,134100,1842.1800000,1842.1800000,1841.9400000,1841.9400000
SANDP-FUT,1,20140303,134200,1841.9200000,1841.9200000,1841.8000000,1841.8000000
SANDP-FUT,1,20140303,134400,1841.8300000,1841.8300000,1841.8300000,1841.8300000
SANDP-FUT,1,20140303,134500,1841.8400000,1842.1000000,1841.8400000,1842.1000000
SANDP-FUT,1,20140303,135400,1841.9900000,1841.9900000,1841.6100000,1841.6100000
SANDP-FUT,1,20140303,135500,1841.5800000,1841.5800000,1840.9000000,1840.9000000
SANDP-FUT,1,20140303,135600,1840.9100000,1840.9400000,1840.9100000,1840.9400000
SANDP-FUT,1,20140303,135700,1840.9500000,1841.1000000,1840.9500000,1841.1000000
SANDP-FUT,1,20140303,140500,1841.2900000,1841.6900000,1841.2900000,1841.6900000
SANDP-FUT,1,20140303,140600,1841.7200000,1842.0000000,1841.7200000,1842.0000000
SANDP-FUT,1,20140303,141200,1842.0000000,1842.0000000,1842.0000000,1842.0000000
SANDP-FUT,1,20140303,141300,1842.0000000,1842.0000000,1842.0000000,1842.0000000
SANDP-FUT,1,20140303,141400,1841.9800000,1841.9800000,1841.9000000,1841.9000000
SANDP-FUT,1,20140303,142800,1842.0500000,1842.4600000,1842.0500000,1842.4600000
SANDP-FUT,1,20140303,142900,1842.5300000,1843.1000000,1842.5300000,1843.1000000
SANDP-FUT,1,20140303,143200,1843.0000000,1843.0000000,1842.3700000,1842.3700000
SANDP-FUT,1,20140303,143300,1842.3600000,1842.3600000,1842.1000000,1842.1000000
SANDP-FUT,1,20140303,143600,1842.0800000,1842.0800000,1841.9100000,1841.9100000
SANDP-FUT,1,20140303,143700,1841.8900000,1841.8900000,1841.5000000,1841.5000000
SANDP-FUT,1,20140303,144200,1841.3000000,1841.3000000,1840.4600000,1840.4600000
SANDP-FUT,1,20140303,144300,1840.4200000,1840.4200000,1839.9000000,1839.9000000
SANDP-FUT,1,20140303,144500,1839.9000000,1839.9000000,1839.9000000,1839.9000000
SANDP-FUT,1,20140303,144600,1839.9200000,1840.0900000,1839.9200000,1840.0900000
SANDP-FUT,1,20140303,144700,1840.1000000,1840.4000000,1840.1000000,1840.4000000
SANDP-FUT,1,20140303,145000,1840.4000000,1840.4000000,1840.4000000,1840.4000000
SANDP-FUT,1,20140303,145100,1840.4000000,1840.4000000,1840.3100000,1840.3100000
SANDP-FUT,1,20140303,145200,1840.3000000,1840.4000000,1840.2700000,1840.4000000
SANDP-FUT,1,20140303,145300,1840.4100000,1840.6000000,1840.4100000,1840.6000000
SANDP-FUT,1,20140303,145400,1840.6000000,1840.6000000,1840.6000000,1840.6000000
SANDP-FUT,1,20140303,145900,1840.5500000,1840.5500000,1840.3000000,1840.3000000
SANDP-FUT,1,20140303,150000,1840.2800000,1840.2800000,1839.9500000,1839.9500000
SANDP-FUT,1,20140303,150100,1839.9400000,1839.9400000,1839.9000000,1839.9000000
SANDP-FUT,1,20140303,150500,1839.8500000,1839.8500000,1839.8500000,1839.8500000
SANDP-FUT,1,20140303,150600,1839.7900000,1839.7900000,1838.6000000,1838.6000000
SANDP-FUT,1,20140303,151100,1838.5500000,1838.5500000,1837.5500000,1837.5500000
SANDP-FUT,1,20140303,151200,1837.5400000,1837.5400000,1837.4000000,1837.4000000
SANDP-FUT,1,20140303,151300,1837.4600000,1837.6200000,1837.4600000,1837.6200000
SANDP-FUT,1,20140303,151400,1837.6400000,1838.4300000,1837.6400000,1838.4300000
SANDP-FUT,1,20140303,151500,1838.4500000,1838.6000000,1838.4500000,1838.6000000
SANDP-FUT,1,20140303,151800,1838.6000000,1838.6000000,1838.6000000,1838.6000000
SANDP-FUT,1,20140303,151900,1838.7000000,1839.0300000,1838.7000000,1839.0300000
SANDP-FUT,1,20140303,152000,1839.0500000,1839.0900000,1839.0100000,1839.0100000
SANDP-FUT,1,20140303,152100,1839.0000000,1839.0000000,1839.0000000,1839.0000000
SANDP-FUT,1,20140303,152300,1838.8800000,1838.8800000,1838.7000000,1838.7000000
SANDP-FUT,1,20140303,152400,1838.6900000,1838.6900000,1838.4100000,1838.4100000
SANDP-FUT,1,20140303,152500,1838.4000000,1838.4000000,1838.4000000,1838.4000000
SANDP-FUT,1,20140303,153400,1838.3500000,1838.3500000,1837.6600000,1837.6600000
SANDP-FUT,1,20140303,153500,1837.6300000,1837.6300000,1837.5000000,1837.5000000
SANDP-FUT,1,20140303,153600,1837.4800000,1837.4800000,1837.1000000,1837.1000000
SANDP-FUT,1,20140303,153700,1837.0800000,1837.0800000,1836.9100000,1836.9100000
SANDP-FUT,1,20140303,153800,1836.9000000,1836.9000000,1836.6000000,1836.6000000
SANDP-FUT,1,20140303,154000,1836.5900000,1836.5900000,1836.4100000,1836.4100000
SANDP-FUT,1,20140303,154100,1836.3900000,1836.3900000,1836.2000000,1836.2000000
SANDP-FUT,1,20140303,154200,1836.3400000,1836.5900000,1836.3400000,1836.5900000
SANDP-FUT,1,20140303,154300,1836.6200000,1837.2900000,1836.6200000,1837.2900000
SANDP-FUT,1,20140303,154400,1837.3000000,1837.3000000,1837.3000000,1837.3000000
SANDP-FUT,1,20140303,154500,1837.3200000,1837.6900000,1837.3200000,1837.6900000
SANDP-FUT,1,20140303,154600,1837.7100000,1837.9800000,1837.7100000,1837.9800000
SANDP-FUT,1,20140303,154700,1837.9900000,1838.1000000,1837.9900000,1838.1000000
SANDP-FUT,1,20140303,154800,1838.1100000,1838.3200000,1838.1100000,1838.2700000
SANDP-FUT,1,20140303,154900,1838.2600000,1838.2600000,1838.1700000,1838.2000000
SANDP-FUT,1,20140303,155000,1838.1900000,1838.1900000,1838.0000000,1838.0000000
SANDP-FUT,1,20140303,155200,1838.1200000,1838.3800000,1838.1200000,1838.3800000
SANDP-FUT,1,20140303,155300,1838.4000000,1838.4000000,1838.4000000,1838.4000000
SANDP-FUT,1,20140303,155400,1838.3500000,1838.3500000,1837.5400000,1837.5400000
SANDP-FUT,1,20140303,155500,1837.5300000,1837.5300000,1837.5000000,1837.5000000
SANDP-FUT,1,20140303,160000,1837.4300000,1837.4300000,1836.3400000,1836.3400000
SANDP-FUT,1,20140303,160100,1836.3100000,1836.3100000,1836.2000000,1836.2000000
SANDP-FUT,1,20140303,160300,1836.2800000,1836.5000000,1836.2800000,1836.5000000
SANDP-FUT,1,20140303,160400,1836.5300000,1837.3900000,1836.5300000,1837.3900000
SANDP-FUT,1,20140303,160500,1837.4100000,1837.5000000,1837.4100000,1837.5000000
SANDP-FUT,1,20140303,160600,1837.4600000,1837.4600000,1837.0600000,1837.0600000
SANDP-FUT,1,20140303,160700,1837.0400000,1837.0400000,1836.9000000,1836.9000000
SANDP-FUT,1,20140303,160900,1836.9400000,1837.5600000,1836.9400000,1837.5600000
SANDP-FUT,1,20140303,161000,1837.5900000,1837.8000000,1837.5900000,1837.8000000
SANDP-FUT,1,20140303,161200,1837.7700000,1837.7700000,1837.7300000,1837.7300000
SANDP-FUT,1,20140303,161300,1837.7100000,1837.7100000,1837.4600000,1837.4700000
SANDP-FUT,1,20140303,161400,1837.4800000,1837.4800000,1837.4000000,1837.4000000
SANDP-FUT,1,20140303,161800,1837.3100000,1837.3100000,1836.7500000,1836.7500000
SANDP-FUT,1,20140303,161900,1836.7300000,1836.7300000,1835.9000000,1835.9000000
SANDP-FUT,1,20140303,162300,1836.1700000,1837.6900000,1836.1700000,1837.6900000
SANDP-FUT,1,20140303,162400,1837.7500000,1837.8000000,1837.7500000,1837.8000000
SANDP-FUT,1,20140303,162600,1837.6900000,1837.6900000,1837.0400000,1837.0400000
SANDP-FUT,1,20140303,162700,1837.0100000,1837.0100000,1836.9000000,1836.9000000
SANDP-FUT,1,20140303,163200,1836.9700000,1837.2800000,1836.9700000,1837.2800000
SANDP-FUT,1,20140303,163300,1837.3000000,1837.3000000,1837.3000000,1837.3000000
SANDP-FUT,1,20140303,163800,1837.3100000,1837.5400000,1837.3100000,1837.5400000
SANDP-FUT,1,20140303,163900,1837.5500000,1837.6000000,1837.5500000,1837.6000000
SANDP-FUT,1,20140303,164000,1837.6200000,1837.6400000,1837.6200000,1837.6400000
SANDP-FUT,1,20140303,164100,1837.6600000,1838.1800000,1837.6600000,1838.1800000
SANDP-FUT,1,20140303,164200,1838.2100000,1839.0000000,1838.2100000,1839.0000000
SANDP-FUT,1,20140303,164300,1839.0200000,1839.9200000,1839.0200000,1839.9200000
SANDP-FUT,1,20140303,164400,1839.9300000,1840.3000000,1839.9300000,1840.3000000
SANDP-FUT,1,20140303,164600,1840.2500000,1840.2500000,1839.9100000,1839.9100000
SANDP-FUT,1,20140303,164700,1839.8700000,1839.8700000,1839.7300000,1839.8300000
SANDP-FUT,1,20140303,164800,1839.8400000,1840.4500000,1839.8400000,1840.4500000
SANDP-FUT,1,20140303,164900,1840.4900000,1841.0400000,1840.4900000,1840.9600000
SANDP-FUT,1,20140303,165000,1840.9500000,1840.9500000,1840.9000000,1840.9000000
SANDP-FUT,1,20140303,165100,1840.8400000,1840.8400000,1840.4500000,1840.4500000
SANDP-FUT,1,20140303,165200,1840.4300000,1840.8500000,1839.9000000,1840.8500000
SANDP-FUT,1,20140303,165300,1840.9000000,1842.1000000,1840.9000000,1842.0200000
SANDP-FUT,1,20140303,165400,1842.0100000,1842.0100000,1841.8200000,1841.9200000
SANDP-FUT,1,20140303,165500,1841.9300000,1842.3800000,1841.9300000,1842.2900000
SANDP-FUT,1,20140303,165600,1842.2800000,1842.2800000,1842.0000000,1842.0000000
SANDP-FUT,1,20140303,165900,1842.0200000,1842.1800000,1842.0100000,1842.1800000
SANDP-FUT,1,20140303,170000,1842.1900000,1843.0900000,1842.1900000,1843.0900000
SANDP-FUT,1,20140303,170100,1843.1000000,1843.7200000,1843.1000000,1843.7200000
SANDP-FUT,1,20140303,170200,1843.7500000,1844.3000000,1843.7500000,1844.3000000
SANDP-FUT,1,20140303,170300,1844.2500000,1844.2500000,1843.9800000,1843.9800000
SANDP-FUT,1,20140303,170400,1843.9300000,1843.9300000,1843.0700000,1843.0800000
SANDP-FUT,1,20140303,170500,1843.0700000,1843.0900000,1843.0000000,1843.0000000
SANDP-FUT,1,20140303,170600,1843.1300000,1843.6200000,1843.1300000,1843.6200000
SANDP-FUT,1,20140303,170700,1843.6300000,1843.7000000,1843.6300000,1843.7000000
SANDP-FUT,1,20140303,170800,1843.5900000,1843.5900000,1843.3200000,1843.3200000
SANDP-FUT,1,20140303,170900,1843.2400000,1843.2400000,1842.4700000,1842.4700000
SANDP-FUT,1,20140303,171000,1842.4800000,1842.5000000,1842.4800000,1842.5000000
SANDP-FUT,1,20140303,172300,1842.4500000,1842.4500000,1842.0800000,1842.0800000
SANDP-FUT,1,20140303,172400,1842.0700000,1842.0700000,1841.9500000,1842.0000000
SANDP-FUT,1,20140303,172500,1842.0000000,1842.0000000,1842.0000000,1842.0000000
SANDP-FUT,1,20140303,172600,1841.9500000,1841.9500000,1841.8000000,1841.8000000
SANDP-FUT,1,20140303,172700,1841.7900000,1841.7900000,1841.4000000,1841.4000000
SANDP-FUT,1,20140303,173200,1841.4100000,1841.5800000,1841.4100000,1841.5800000
SANDP-FUT,1,20140303,173300,1841.5900000,1841.8000000,1841.5900000,1841.8000000
SANDP-FUT,1,20140303,173400,1841.7500000,1841.7500000,1841.1200000,1841.1200000
SANDP-FUT,1,20140303,173500,1841.1000000,1841.1000000,1841.0000000,1841.0000000
SANDP-FUT,1,20140303,173600,1841.0000000,1841.0000000,1841.0000000,1841.0000000
SANDP-FUT,1,20140303,173900,1840.9500000,1840.9500000,1840.1800000,1840.1800000
SANDP-FUT,1,20140303,174000,1840.1700000,1840.1700000,1839.2000000,1839.2000000
SANDP-FUT,1,20140303,174100,1839.1900000,1839.2000000,1839.1900000,1839.2000000
SANDP-FUT,1,20140303,174200,1839.2100000,1839.2400000,1839.2100000,1839.2400000
SANDP-FUT,1,20140303,174300,1839.2500000,1839.2700000,1838.9100000,1838.9100000
SANDP-FUT,1,20140303,174400,1838.8900000,1838.8900000,1838.8000000,1838.8000000
SANDP-FUT,1,20140303,174600,1838.8500000,1839.2000000,1838.8500000,1839.2000000
SANDP-FUT,1,20140303,174700,1839.2100000,1839.6000000,1839.2100000,1839.6000000
SANDP-FUT,1,20140303,174800,1839.6200000,1839.9500000,1839.6200000,1839.9500000
SANDP-FUT,1,20140303,174900,1839.9600000,1840.9300000,1839.9600000,1840.9300000
SANDP-FUT,1,20140303,175000,1840.9400000,1841.2000000,1840.9400000,1841.2000000
SANDP-FUT,1,20140303,175100,1841.2100000,1841.3000000,1840.8500000,1840.8500000
SANDP-FUT,1,20140303,175200,1840.8300000,1840.8300000,1839.9000000,1839.9000000
SANDP-FUT,1,20140303,175900,1839.9800000,1840.9800000,1839.9800000,1840.9800000
SANDP-FUT,1,20140303,180000,1841.0100000,1841.3400000,1841.0100000,1841.3400000
SANDP-FUT,1,20140303,180100,1841.3500000,1841.9000000,1841.3500000,1841.9000000
SANDP-FUT,1,20140303,180400,1841.8200000,1841.8200000,1841.7500000,1841.7500000
SANDP-FUT,1,20140303,180500,1841.7400000,1841.8000000,1841.5100000,1841.8000000
SANDP-FUT,1,20140303,180600,1841.8300000,1842.5000000,1841.8300000,1842.5000000
SANDP-FUT,1,20140303,180700,1842.4800000,1842.4800000,1841.9800000,1841.9800000
SANDP-FUT,1,20140303,180800,1841.9500000,1841.9500000,1841.9000000,1841.9000000
SANDP-FUT,1,20140303,180900,1841.9700000,1842.4300000,1841.9700000,1842.4300000
SANDP-FUT,1,20140303,181000,1842.4500000,1842.7000000,1842.4500000,1842.7000000
SANDP-FUT,1,20140303,181100,1842.5800000,1842.5800000,1842.5000000,1842.5000000
SANDP-FUT,1,20140303,181200,1842.4700000,1842.4700000,1842.2000000,1842.2000000
SANDP-FUT,1,20140303,181300,1842.2400000,1842.3400000,1842.2400000,1842.3400000
SANDP-FUT,1,20140303,181400,1842.3700000,1843.0000000,1842.3700000,1843.0000000
SANDP-FUT,1,20140303,183000,1842.0000000,1842.1000000,1841.5900000,1841.5900000
SANDP-FUT,1,20140303,183100,1841.5200000,1841.5200000,1840.1300000,1840.1300000
SANDP-FUT,1,20140303,183200,1839.9800000,1840.1300000,1839.7400000,1840.1300000
SANDP-FUT,1,20140303,183300,1840.1900000,1841.3300000,1840.1900000,1841.3300000
SANDP-FUT,1,20140303,183400,1841.4500000,1842.7700000,1841.4500000,1842.7700000
SANDP-FUT,1,20140303,183500,1842.8700000,1844.4700000,1842.8700000,1844.4700000
SANDP-FUT,1,20140303,183600,1844.6000000,1845.0000000,1844.6000000,1844.9000000
SANDP-FUT,1,20140303,183700,1844.8300000,1844.8300000,1844.6300000,1844.6300000
SANDP-FUT,1,20140303,183800,1844.6000000,1844.9000000,1844.5000000,1844.9000000
SANDP-FUT,1,20140303,183900,1845.2500000,1847.2000000,1845.2500000,1847.2000000
SANDP-FUT,1,20140303,184000,1847.2500000,1847.7500000,1847.2500000,1847.6300000
SANDP-FUT,1,20140303,184100,1847.6000000,1847.6000000,1847.5000000,1847.5000000
SANDP-FUT,1,20140303,184300,1847.5500000,1848.4800000,1847.5500000,1848.4800000
SANDP-FUT,1,20140303,184400,1848.5200000,1849.0000000,1848.5200000,1849.0000000
